"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","中世"
1321201500,13212,"15","たむらしやかたあと","田村氏館跡","日野市 下田","[中世]","城館","","",139.4150309,35.67084244,"1"
1321201600,13212,"16","","日野市№16遺跡","日野市 川辺堀之内","[縄文時代][古墳時代][中世]","集落","ピット 溝 中世水田 畑 竪穴住居 土坑","縄文土器 石器 土師器 須恵器 中世陶器 木製品",139.4029803,35.66908529,"1"
1321201700,13212,"17","かわべほりのうちいせき","川辺堀之内遺跡","日野市 川辺堀之内 豊田","[縄文時代（前期～中期）][平安時代][中世]","包蔵地","竪穴状遺構 ピット 集石 土坑 溝 柱穴 落し穴","縄文土器 土師器 須恵器 古瀬戸 瓶子",139.3978648,35.66526407,"1"
1321202000,13212,"20","","日野市№20遺跡","日野市 東豊田一丁目 東豊田二丁目","[奈良時代][平安時代][中世]","集落","[奈良時代][平安時代]住居 溝","土師器 須恵器 銭貨",139.3884116,35.66212941,"1"
1321202200,13212,"22","ひらやまいせき","平山遺跡","日野市 東平山二丁目 西平山 豊田","[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世]","集落","住居址 溝 土坑 ピット 炉穴 掘立柱建物跡 [縄文時代]住居址 集石 土坑 [古墳時代]住居址 方形周溝墓 [中世]地下式土坑","縄文土器 打斧 磨斧 石鏃 掻器 石匙 石皿 土師器 須恵器 鉄製刀子 人骨 銭貨 石器 鉄製品",139.3768797,35.6517522,"1"
1321202600,13212,"26","ひらやましやかた","平山氏館","日野市 平山五丁目","[平安時代][中世]","城館","※遺跡範囲のすべてが日野市指定史跡平山季重居館跡となっています。","鏡 刀",139.3805876,35.64720477,"1"
1321202700,13212,"27","ひらやまたておよびひらやまじょうあと","平山館及平山城跡","日野市 平山六丁目","[平安時代][中世]","城館","[中世]腰曲輪 虎口","",139.3827162,35.64463801,"1"
1321203300,13212,"33","たかはたじょうあと","高幡城址","日野市 高幡","[中世]","城館","[中世]堀切り 腰曲輪 土塁","",139.4101513,35.66011184,"1"
1321203800,13212,"38","おちかわ・いちのみやいせき","落川・一の宮遺跡","日野市 落川","[縄文時代（晩期）][弥生時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[古墳時代]住居 土坑 [奈良時代]住居 掘立柱建物 土坑 溝 [古墳時代]?～[近世]水田 [奈良時代]～[中世]石敷遺構 [平安時代]住居 掘立柱建物 土坑 溝 粘土採掘坑 [中世]掘立柱建物 竪穴状遺構 地下炉 土坑 溝 道路 流路 [近世]礎石建物 畑 溝 墓壙","縄文土器 打斧 石鏃 弥生土器 土師器 須恵器 管玉 子持勾玉 勾玉 金環 石製模造品 砥石 刀子 鎚 釘 鉄鏃 石製・鉄製紡錘車 鉄錘 土錘 鉄鈴 門金具 陶硯 馬具 鍔 飾金具 墨書土器 磨石 石製・青銅製帯飾 馬歯 陶磁器 カワラケ 舶載陶磁器 瓦 板碑 銭貨 木杯 木蓋 くし 木杭",139.4368986,35.65469381,"1"
1321203900,13212,"39","におうづかいせき","仁王塚遺跡","日野市 百草","[縄文時代（早期）]［中世］","集落","","縄文土器 礫器 石鏃 磨石",139.4314397,35.65296421,"1"
1321204000,13212,"40","","日野市№40遺跡","日野市 百草","[中世]","経塚？","","",139.4361089,35.65129036,"1"
1321204100,13212,"41","におうづか","仁王塚","日野市 百草","[平安時代][中世]","経塚","","陶器 経筒",139.433946,35.65109508,"1"
1321204400,13212,"44","かがづか","加賀塚","日野市 栄町一丁目","[中世]","塚","※遺跡範囲のすべてが日野市指定史跡加賀塚(竹間加賀入道の墓)となっています。","",139.3926407,35.68204432,"1"
1321204600,13212,"46","よつやまえいせき","四ツ谷前遺跡","日野市 栄町一丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・社寺","[奈良時代][平安時代]住居 土坑 道路 [平安時代]溝 [中世][近世]井戸 土坑 溝 水田 掘込炉 配石遺構 地下式土壙 [中世]土壙 火葬址 道路","縄文土器 打斧 土師器 須恵器 灰釉陶器 陶磁器 鉄鏃 刀子 紡錘車 風字硯 丸鞆 瓦塔 板碑 鉦鼓 銭貨 人骨 牛馬骨",139.3943917,35.68237897,"1"
1321204700,13212,"47","うばくぼいせき","姥久保遺跡","日野市 新町一丁目","[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・その他（水田・墓地）","[古墳時代]住居 [平安時代]道路 水田 [中世]掘込炉 集石遺構 井戸 土坑 地下式土壙 土壙 火葬墓溝 道路 [時代不明]掘立柱建物","縄文土器 打斧 石鏃 土師器 須恵器 丸鞆 カワラケ 板碑 陶磁器 石臼 短刀 銅製笄 銭貨 人骨",139.3907818,35.68010143,"1"
1321205000,13212,"50","さんのううえいせき","山王上遺跡","日野市 多摩平二丁目 多摩平四丁目","[縄文時代][奈良時代][平安時代][中世]","集落","[縄文時代]土壙 集石 ピット 竪穴住居址 [平安時代]掘立柱建物址 溝 竪穴住居址","縄文土器 土師器 須恵器 石鏃 打製石斧 土錘 金属製品 石製品",139.3828498,35.66444457,"1"
1321205100,13212,"51","","日野市№51遺跡","日野市 多摩平六丁目","[旧石器時代][縄文時代（早期～前期・後期）][平安時代][中世]","集落","[旧石器時代]石器ブロック [縄文時代]土坑 ピット [平安時代]竪穴住居址 土坑","石器（尖頭器） 土器 石器 土師器",139.382675,35.670509,"1"
1321205200,13212,"52","しょうにんづか","上人塚","日野市 日野台三丁目","[平安時代][中世]","その他（塚）","※遺跡範囲のすべてが日野市指定史跡上人塚となっています。","須恵器（古代） かわらけ（中世）",139.379364,35.674992,"1"
1321400200,13214,"2","こいがくぼいせき","恋ヶ窪遺跡","国分寺市 西恋ヶ窪一丁目　 東恋ヶ窪一丁目　 東恋ヶ窪三丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世]","集落","[縄文時代]住居　敷石住居　集石　土坑　屋外埋甕　[中世]溝","(縄文)縄文土器　打斧　磨斧　石槍　石鏃　掻器　彫器　石匙　石錐　ピエス・エスキーユ　スタンプ形石器　敲石　砥石　土錘　土製円板　耳飾　硬玉製大珠　器台　(中世)陶器",139.4705243,35.70254176,"1"
1321400900,13214,"9","ひかげやまいせき","日影山遺跡","国分寺市 泉町二丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]石器集中部 集石 ユニット 礫群 [縄文時代]竪穴住居 [歴史時代]掘立柱建物 柵列 井戸 火葬墓 土壙墓 井戸 道路跡（鎌倉街道） 溝 土坑 集石 特殊遺構","(旧石器時代)尖頭器 ナイフ形石器 スクレイパー 剥片遺物 石核 (縄文時代)土器 打製石斧 (歴史時代)土師質土器 瓦質土器 土器（在地土器） 陶磁器 銭貨 金属製品（刀子） 砥石 板碑 銭貨 鉄製品（鉄釘） 瓦",139.4717981,35.69264697,"1"
1321401200,13214,"12","でんしょうおうじあと","伝祥応寺跡","国分寺市 西元町四丁目","[中世]","社寺","[中世]礫石建物 土塀","須恵器 陶器（灰釉） 瓦 板碑 鉄製風鐸",139.4673256,35.69180171,"1"
1321401300,13214,"13","","国分寺市№13遺跡","国分寺市 西元町四丁目","[中世]","修法壇跡か塚","［中世］塚","素焼土器 陶器（灰釉） 銭貨",139.4789428,35.69559391,"1"
1321401900,13214,"19","むさしこくぶんじあと","武蔵国分寺跡","国分寺市 東元町二丁目 東元町三丁目 東元町四丁目 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 泉町一丁目 泉町二丁目 泉町三丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [奈良時代][平安時代]住居 掘立柱建物 道路 溝 [中世]門 土坑 地下式横穴","縄文土器 陶磁器 土製品 石製品 鉄製品 青銅製品 瓦 <U+587C>",139.4662512,35.6985094,"1"
1321402200,13214,"22","こいがくぼはいじあと","恋ヶ窪廃寺跡","国分寺市 泉町三丁目","[縄文時代][平安時代][中世]","社寺","[平安時代][中世]礎石建物 掘立柱建物 土坑 溝 火葬墓 土壙墓","土師器 須恵器 陶器（灰釉） 瓦 板碑 宝筐印塔 銭貨 人骨",139.4853228,35.69644562,"1"
1321500300,13215,"3","なかみねしたいせき","中峰下遺跡","国立市 谷保","[奈良時代][平安時代][中世][近世]","包蔵地","[奈良時代][平安時代]敷石遺構 土坑","主な出土品",139.4362997,35.68335206,"1"
1321500500,13215,"5","かりやうえにしいせき","仮屋上西遺跡","国立市 谷保","[旧石器時代][縄文時代（中期）][平安時代][中世]","集落","[奈良時代]住居跡 溝状遺構 [平安時代]住居跡 土坑 ピット","土師器 須恵器 陶器 須恵器質陶器 刀子 紡錘車 古銭(隆平永寶) 風字硯",139.4417242,35.6828501,"1"
1321500600,13215,"6","かりやうえいせき","仮屋上遺跡","国立市 谷保 富士見台二丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","集落","[平安時代]住居跡 土坑 配石 溝状遺構 柱穴 [中世]地下式土坑","縄文土器 石鏃 土師器 須恵器 砥石 鉄製品 紡錘車 土錘 円面硯 瓦",139.4435438,35.68276644,"1"
1321501300,13215,"13","なんようじいせき","南養寺遺跡","国立市 谷保","[縄文時代（早期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 敷石住居 集石 土坑 ピット [平安時代]住居 土坑 石組遺構 [近世]土坑 井戸 溝状遺構","縄文土器 打斧 磨斧 石鏃 掻器 石匙 石錘 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 土錘 土製円板 石棒 土偶 土師器 須恵器 刀子 羽口 瓦 鉄滓 陶磁器 板碑 銭貨",139.4324542,35.68022068,"1"
1321501500,13215,"15","じょうやまいせき","城山遺跡","国立市 谷保","[縄文時代（早期・中期）][奈良時代][平安時代][中世][近世]","包蔵地","[中世][近世]石組粘土敷土坑 集礫遺構 土坑 ピット 道状遺構","縄文土器 打斧 石皿 土師器 須恵器 瓦 須恵器系土師質土器 陶器 磁器 かわらけ 石臼 砥石 スラグ 石製品",139.436334,35.67944785,"1"
1321501700,13215,"17","（でん．つのとのさぶろうやかたあと）みたじょうあと","（伝．津戸三郎館跡）三田城跡","国立市 谷保","[中世]","城館","[中世]井戸 空堀 曲輪 土塁","陶器",139.4378103,35.6791132,"1"
1321502000,13215,"20","せきいものあと","関鋳物址","国立市 谷保","[中世][近世]","その他（鋳物工房跡）","[中世]周溝 [近世]土坑 [近世]建物址 焼土址 井戸址 溝状遺構 建物址 柱穴","板碑 陶磁器類 銅製品 鉄製品 銭貨 瓦 砥石 石臼 鋳型 鋳型関連遺物 羽口 小型坩堝 スラグ 土製品 鉄滓",139.4455799,35.67939799,"1"
1321502100,13215,"21","ばいりんいせき","梅林遺跡","国立市 谷保","[縄文時代（中期）][奈良時代][平安時代][中世][近世]","包蔵地","[中世]溝状遺構","縄文土器 石斧 土師器 須恵器 鋳型 坩堝 三又状土製品 羽口 陶磁器",139.4453291,35.67894587,"1"
1321502200,13215,"22","しもやぼいせき","下谷保遺跡","国立市 谷保","[縄文時代（早期・中期）][古墳時代][平安時代][中世]","集落","[縄文時代]住居 竪穴状遺構 集石 土坑 [古墳時代]住居 土坑","縄文土器 打斧 局部磨製石斧 礫器 石槍 石鏃 掻器 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 砥石 土師器 須恵器 管玉 陶磁器",139.4485839,35.6773761,"1"
1321801800,13218,"18","","福生市№18遺跡","福生市 熊川","[中世]","包蔵地","[中世]溝状遺構","板碑",139.335625,35.72550959,"1"
1321801900,13218,"19","","福生市№19遺跡","福生市 熊川","[中世]","その他","","銭貨4,909枚",139.3336337,35.72132872,"1"
1321901900,13219,"19","いずみいせき","和泉遺跡","狛江市 和泉本町一丁目","[縄文時代][古墳時代][中世]","集落","[古墳時代]住居 [時代不明]竪穴状遺構 土坑 地下式土坑","縄文土器 土師器 須恵器",139.576985,35.63739759,"1"
1321903600,13219,"36","てらまえひがしいせき","寺前東遺跡","狛江市 東和泉一丁目 東和泉二丁目 猪方一丁目","[縄文時代（早期～前期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [平安時代]住居 [時代不明]掘立柱建物 土坑 溝状遺構","縄文土器 打斧 石鏃 石皿 磨石 弥生土器 土師器 須恵器 陶器 カワラケ 釘 銭貨",139.5796233,35.62964658,"1"
1321904000,13219,"40","たなか・てらまえいせき","田中・寺前遺跡","狛江市 東和泉一丁目 東和泉二丁目 元和泉一丁目 元和泉二丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石土坑 [古墳時代][奈良時代]住居 [近世]井戸 [時代不明]掘立柱建物 周溝状遺構","縄文土器 打斧 土師器 須恵器 陶磁器",139.5750064,35.63116728,"1"
1321904201,13219,"42-1","べんてんいけいせき","弁財天池遺跡","狛江市 中和泉一丁目","[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代][古墳時代]方形周溝墓 [古墳時代][奈良時代]住居 [奈良時代][平安時代]掘立柱建物 [中世][近世]土坑","ナイフ形石器 尖頭器 細石刃 縄文土器 打斧 石鏃 石皿 土製円板 石棒 弥生土器 槍先形鉄製品 鉄釧 銅釧 土師器 須恵器 紡錘車 銀製穂積具",139.575899,35.63310663,"1"
1321904401,13219,"44-1","だぐらづかこふん","駄倉塚古墳","狛江市 中和泉一丁目","[縄文時代（中期）][古墳時代][中世][近世]","包蔵地・古墳","円墳","円筒埴輪",139.5778903,35.63406932,"1"
1321904600,13219,"46","ひがしづかこふん","東塚古墳","狛江市 中和泉一丁目","[古墳時代]［中世］","古墳","円墳 [古墳時代]周溝 葺石","円筒埴輪",139.5767058,35.63531102,"1"
1321905000,13219,"50","きょうづかいせき","経塚遺跡","狛江市 中和泉一丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]［中世］[近世]","集落","[縄文時代][古墳時代]住居 [奈良時代][平安時代]住居 [中世][近世]ビット群","縄文土器 石鏃 土師器 須恵器 鉄製品 陶器 カワラケ",139.574354,35.63372052,"1"
1321905100,13219,"51","きょうづかこふん","経塚古墳","狛江市 中和泉一丁目","[古墳時代][中世]","古墳","円墳 [古墳時代]周溝 葺石 石棺","打斧 埴輪 蔵骨器 板碑 陶磁器",139.5748851,35.63350064,"1"
1321906500,13219,"65","いりうえいせき","圦上遺跡","狛江市 中和泉三丁目 中和泉四丁目","[縄文時代（中期～晩期）][弥生時代][古墳時代][奈良時代][中世]","集落","[縄文時代]住居 [古墳時代]住居 [奈良時代]住居 [中世]地下式土坑","縄文土器 打斧 石鏃 石匙 石錐 凹石 耳飾 土製勾玉 石剣 岩版 土偶 弥生土器 土師器 須恵器 銭貨 陶磁器",139.5672118,35.63463074,"1"
1321906800,13219,"68","ぎょくせんじまえいせき","玉泉寺前遺跡","狛江市 東和泉四丁目","[中世][近世]","包蔵地・その他の墓・その他（溝）","[中世][近世]土","",139.5732031,35.62731646,"1"
1322301800,13223,"18","やしきやまいせき","屋敷山遺跡","武蔵村山市 中藤一丁目","[旧石器時代][縄文時代（草創期～晩期）][弥生時代（後期）][古墳時代][平安時代][中世]","集落","[縄文時代]住居　竪穴状遺構　ピット","縄文土器　打斧　スタンプ形石器　弥生土器　土師器　瓦",139.3980655,35.75746344,"1"
1322700700,13227,"7","かじいせき","鍛冶遺跡","羽村市 五ノ神一丁目","[中世][近世]","鍛冶工房跡","[近世]炉","鞴 鉄製品 鋳型 鉄滓 泥人形 銭貨",139.3179658,35.75912053,"1"
1322800600,13228,"6","とくらじょうあと","戸倉城跡","あきる野市 戸倉","[中世]","城館","[中世]井戸　空堀　東西曲輪　土塁　枡形","",139.1972621,35.72591656,"1"
1322801700,13228,"17","こづくえだいらいせき","小机平遺跡","あきる野市 三内","[縄文時代（中期）][中世]","包蔵地","","縄文土器　剥片　陶器",139.2260583,35.73927291,"1"
1322802500,13228,"25","だいひがんじいせき","大悲願寺遺跡","あきる野市 横沢","[中世]","城館・社寺","[中世]段切状遺構","土師質土器　磁器（青磁）",139.2415078,35.73250096,"1"
1322802800,13228,"28","あじろじょうあと","網代城跡","あきる野市 網代","[中世]","城館","","",139.2427781,35.72046051,"1"
1322803000,13228,"30","あじろべんてんどうけついせき","網代弁天洞穴遺跡","あきる野市 網代","[縄文時代][弥生時代][平安時代][中世][近世]","洞穴（祭祀）","","縄文土器　打斧　磨斧　礫器　石鏃　凹石　管玉　弥生土器　有孔円板　須恵器　鉄刀子　経石　石像　銭貨",139.246692,35.720572,"1"
1322803100,13228,"31","しょうがんじいせき","松岩寺遺跡","あきる野市 北伊奈","[弥生時代][中世]","城館","","須恵器",139.2521165,35.73534358,"1"
1322803300,13228,"33","ひきやがやといせき","引谷ヶ谷戸遺跡","あきる野市 網代","[縄文時代（早期～中期）][奈良時代][平安時代][中世]","包蔵地・集落","[縄文時代]住居跡　土坑　集石　陥穴状土坑　埋甕　焼土群　[奈良時代][平安時代][中世]陥穴状土坑","縄文土器　石器　石製品　土製品　土師器　須恵器　陶磁器",139.2512925,35.72065562,"1"
1322803400,13228,"34","みずくさきいせき","水草木遺跡","あきる野市 伊奈","[縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落　その他（狩猟場）","[縄文時代]土坑　陥穴状土坑　[古墳時代]住居跡　掘立柱建物跡　[古墳時代]～[中世]円形土坑　方形土坑　[古墳時代]～[近世]土坑　[近世]溝状遺構　道路跡　農業関連遺構","縄文土器　尖頭器　打斧　石鏃　削器　石皿　土師器　石器　須恵器　貿易陶器　陶磁器(常滑・青磁)",139.2577813,35.73277965,"1"
1322804100,13228,"41","ままうえいせき","儘上遺跡","あきる野市 高尾","[縄文時代][中世][近世]","包蔵地・社寺","","縄文土器　陶磁器",139.2376282,35.72299696,"1"
1322806800,13228,"68","いしがみいせき","石神遺跡","あきる野市 原小宮","[縄文時代（前期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・墳墓","[縄文時代]集石土坑　石器埋納遺構　[古墳時代]住居跡　円形周溝墓　方形周溝墓　[奈良時代][平安時代]住居跡　[中世]井戸　盛土　[近世]墓壙","縄文土器　石器　土師器　須恵器　陶磁器",139.2994743,35.73449207,"1"
1322807900,13228,"79","おおつかこふん","大塚古墳","あきる野市 雨間","[古墳時代？]［中世］","古墳？・その他","[中世]修法壇　跡？","",139.2929855,35.72783119,"1"
1322808600,13228,"86","あめまなかごう（おやしきやま）いせき","雨間中郷(御屋敷山）遺跡","あきる野市 雨間","[縄文時代]［中世］","包蔵地","［時代不明］土坑　段状遺構　溝","縄文土器　石器　陶磁器　石臼　板碑　銭貨",139.2980324,35.72080741,"1"
1322808900,13228,"89","まえだこうちいせき","前田耕地遺跡","あきる野市 二宮　 野辺　 小川","[旧石器時代][縄文時代（草創期～後期）][弥生時代][古墳時代][平安時代][中世][近世]","集落","[縄文時代]住居跡　集石土坑　炉　土坑　石器製作址　配石","尖頭器　細石刃核　掻器　削器　縄文土器　打斧　磨斧　礫器　石鏃　石匙　石皿　磨石　台石　有溝砥石　剥片　土錘　土偶　弥生土器　土師器　須恵器　陶器（灰釉)　鎌　刀子　陶磁器　瓦　杭　焼礫",139.3154045,35.72418002,"1"
1322809100,13228,"91","にのみや・にのみやもりこしいせき","二宮・二宮森腰遺跡","あきる野市 二宮　 平沢","[旧石器時代][縄文時代（草創期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・経塚・社寺・城館","[縄文時代]住居跡　敷石住居　炉　土坑　柱穴群　埋甕　[平安時代]経塚　[中世]地下式土坑","細石刃核　縄文土器　打斧　磨斧　礫器　石鏃　石匙　石錐　石箆　石皿　磨石　スタンプ形石器　凹石　剥片石器　弥生土器　土師器　須恵器　鉄釘　鉄製品　鍔　柄頭鞘尻　瓦　陶磁器　金銅仏　銭貨",139.3128296,35.72886241,"1"
1322809200,13228,"92","","あきる野市<U+FFFD><U+FFFD>92遺跡","あきる野市 小川","[中世]","城館","[中世]堀","陶器　経石",139.3159538,35.71969246,"1"
1322809400,13228,"94","ほうりんじやかたあと","法林寺館跡","あきる野市 小川","[中世]","城館","[中世]堀?　土塁","陶磁器",139.3203484,35.7194416,"1"
1322809500,13228,"95","にのみやじょうあと・あきるのし<U+FFFD><U+FFFD>96いせき","二宮城跡・あきる野市<U+FFFD><U+FFFD>96遺跡","あきる野市 二宮","[縄文時代（中期）][平安時代][中世]","集落・城館","[縄文時代]住居　土坑　[平安時代]住居　[中世]掘立柱建物　段状遺構柵列","縄文土器　打斧　石鏃　磨石　須恵器　陶磁器　茶臼?　板碑　銭貨",139.3215157,35.72144849,"1"
1322809800,13228,"98","にじょうじょうし","二城城址","あきる野市 上代継","[中世]","城館","[中世]曲輪","",139.2786381,35.71512952,"1"
1322810200,13228,"102","ふちがみのいしづみいど","渕上の石積井戸","あきる野市 渕上","[中世][近世]","その他（井戸）","※遺跡範囲のすべてが市指定史跡渕上の石積井戸となっています。","陶磁器",139.2733338,35.72261371,"1"
1322810600,13228,"106","","あきる野市<U+FFFD><U+FFFD>106遺跡","あきる野市 引田","[古墳時代][中世][近世]","古墳","","土師器　板碑　宝篋印塔　銭貨　火葬骨",139.2697633,35.71956855,"1"
1322810700,13228,"107","","あきる野市<U+FFFD><U+FFFD>107遺跡","あきる野市 横沢　 富田ノ入　 釜ノ沢　 釜ノ久保　 荒田ノ入　 宮田　 下ノ川","[中世][近世]","その他（生産（切石）関連）","[中世][近世]採掘坑　テラス状遺構　ズリ","",139.2377656,35.73879917,"1"
1322810800,13228,"108","しんみちどおりいせき","新道通遺跡","あきる野市 瀬戸岡","[縄文時代（早期～後期）][古墳時代][中世][近世]","集落","[古墳時代]住居跡　遺物集中地点　ピット　[奈良時代][平安時代]土坑　[奈良時代]～[近世]石敷き遺構　集石　土坑　ピット　[中世][近世]屋敷跡","縄文土器　石器　土師器　須恵器　鉄器　土製品　石製品　陶磁器　銭貨　金属　ガラス製品",139.2935531,35.73898662,"1"
1322810900,13228,"109","すなぬまいせき","砂沼遺跡","あきる野市 伊奈","[縄文時代（後期）][平安時代][中世][近世]","包蔵地・その他（水田跡）","[縄文時代]土坑　[中世][近世]水田","縄文土器　土師器　白磁　蹄鉄　煙管　田下駄　杵",139.2509492,35.73319769,"1"
1322901100,13229,"11","しもやぎさわいせき","下柳沢遺跡","西東京市 東伏見二丁目 東伏見三丁目","[旧石器時代][縄文時代(草創期～後期)][中世][近世]","集落・その他の墓","[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 ピット [中]井戸 地下式土坑 [近世]土坑 井戸 溝 水車 畑 水田","縄文土器 石器 剥片 焼礫 陶磁器 土師質土器 瓦質土器 茶臼 板碑 銭貨",139.5642,35.72665,"1"
1330301100,13303,"11","","瑞穂町№11遺跡","瑞穂町 石畑","[中世][近世]","","","陶器",139.3606657,35.76982462,"1"
1330301300,13303,"13","たきたいせき","滝田遺跡","瑞穂町 殿ヶ谷","[中世][近世]","","","土師質土器",139.3635964,35.77244973,"1"
1330301600,13303,"16","","瑞穂町№16遺跡","瑞穂町 殿ヶ谷","[中世][近世]","","","",139.3652652,35.76712181,"1"
1330301800,13303,"18","","瑞穂町№18遺跡","瑞穂町 駒形富士山","[中世][近世]","地下式横穴","","",139.3627437,35.79052622,"1"
1330302000,13303,"20","むらやまやかたあと","村山館跡","瑞穂町 殿ヶ谷","[中世]","城館","[中世]空堀 土塁","",139.3616055,35.7677568,"1"
1330501000,13305,"10","ひがしはらいせき","東原遺跡","日の出町 北伊奈松岩寺前　油田","[縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落　その他の墓","","土師器　中世陶器　板碑　陶磁器",139.2589104,35.73529421,"1"
1330501300,13305,"13","さぢかみやしき（おやしき）あと","幸神屋敷(御屋敷）跡","日の出町 大久野","[中世]","城館","","",139.2252434,35.74301685,"1"
1330501400,13305,"14","あらいやしきあと","新井屋敷跡","日の出町 大久野","[中世]","城館","[中世]土塁","",139.2293976,35.74454945,"1"
1330501700,13305,"17","みよしのいせきぐんせいぼうちくいせき","三吉野遺跡群清坊地区遺跡","日の出町 平井","[旧石器時代][縄文時代（前期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・社寺・窯","[旧石器時代]礫群　[縄文時代]集石土坑　[弥生時代][古墳時代]住居　土坑　[奈良時代][平安時代]住居　掘立柱建物　土師器焼成坑　[中世][近世]閻魔堂？　溝　土坑　地下室","縄文土器　弥生土器　土師器　陶磁器　鉄器　銭貨　板碑　焼礫　人骨",139.2759392,35.73964155,"1"
1330501800,13305,"18","みよしのいせきぐんはけうえ・しももはらちく","三吉野遺跡群欠上・下モ原地区","日の出町 平井","[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世]","集落","[弥生時代][古墳時代]住居　円形土坑　[中世]?　掘立柱建物　土坑","石斧　敲打器　土師器　刀子　砥石　土製紡錘車　管玉　臼玉",139.2825654,35.73827606,"1"
1330502100,13305,"21","みよしのいせきぐんしゅくどおりちくいせき","三吉野遺跡群宿通地区遺跡","日の出町 平井","[平安時代][中世][近世]","集落","[平安時代]住居　[奈良時代][平安時代]～[近世]土坑","土師器　陶磁器",139.2686608,35.74053328,"1"
1330502500,13305,"25","こうみょうじいせき","光明寺遺跡","日の出町 大字大久野字細尾","[中世][近世]","社寺","土坑　掘立建物　焼土跡","中世陶器　近世陶磁器　銭",139.2134674,35.75878723,"1"
1330502600,13305,"26","おざきはらいせき","尾崎原遺跡","日の出町 大字大久野字萱窪","[縄文][中世][近世]","集落","竪穴状遺構","縄文土器",139.2392724,35.74669154,"1"
1330701900,13307,"19","ひのはらじょう（ほんじゅくじょう）あと","檜原城（本宿城）跡","檜原村 本宿","[中世]","城館","[中]物見櫓　堀切　曲輪","",139.1449211,35.72574485,"1"
1330703200,13307,"32","せんげんだいいせき","浅間台遺跡","檜原村 樋里","[縄文時代（早期～中期）][中世]","包蔵地","","縄文土器　経石",139.1059035,35.72042181,"1"
1330802400,13308,"24","しろまるにしのだいらいせき","白丸西の平遺跡","奥多摩町 白丸","[縄文時代（早期～後期）][平安時代][中世]","集落","[縄文時代]住居　敷石住居　[平安時代]住居　[中世]住居　円形土坑","縄文土器　打斧　磨斧　尖頭器　石鏃　石匙　滑石製垂玉　須恵器",139.112050828995,35.8111557464705,"1"
